RAJ2000,DEJ2000,cst,type
3.822496,-81.8049469,HYI,I
2.906796,-81.8044052,HYI,I
1.991141,-81.8040543,HYI,I
1.533391,-81.8039551,HYI,O
1.540839,-80.8039627,HYI,I
1.546837,-79.8039627,HYI,I
1.551774,-78.8039627,HYI,I
1.555911,-77.8039627,HYI,I
1.559430,-76.8039551,HYI,I
1.562460,-75.8039551,HYI,I
1.565100,-74.8039627,HYI,I
1.566297,-74.3039627,HYI,O
2.523048,-74.3042221,HYI,I
3.479676,-74.3046875,HYI,I
4.436481,-74.3053589,HYI,I
5.393328,-74.3062286,HYI,I
6.350088,-74.3073044,HYI,I
7.307056,-74.3085785,HYI,I
8.264104,-74.3100586,HYI,I
9.221097,-74.3117371,HYI,I
10.178334,-74.3136139,HYI,I
11.135684,-74.3156967,HYI,I
12.093012,-74.3179779,HYI,I
12.332437,-74.3185730,HYI,O
12.295414,-75.3185272,HYI,O
13.250022,-75.3210526,HYI,I
14.204646,-75.3237686,HYI,I
15.159582,-75.3266830,HYI,I
16.114702,-75.3297958,HYI,I
17.069872,-75.3330994,HYI,I
18.025391,-75.3366013,HYI,I
18.981129,-75.3402939,HYI,I
19.936953,-75.3441772,HYI,I
20.654051,-75.3472214,HYI,O
20.717259,-74.3473587,HYI,I
20.773056,-73.3474731,HYI,I
20.822700,-72.3475876,HYI,I
20.867182,-71.3476868,HYI,I
20.907289,-70.3477707,HYI,I
20.943659,-69.3478470,HYI,I
20.976811,-68.3479156,HYI,I
21.007169,-67.3479843,HYI,I
21.035089,-66.3480453,HYI,I
21.060871,-65.3480988,HYI,I
21.084764,-64.3481522,HYI,I
21.106979,-63.3481979,HYI,I
21.127701,-62.3482437,HYI,I
21.147089,-61.3482819,HYI,I
21.165274,-60.3483276,HYI,I
21.182379,-59.3483620,HYI,I
21.198504,-58.3483963,HYI,I
21.206229,-57.8484154,HYI,O
22.188147,-57.8527489,HYI,I
23.170181,-57.8572769,HYI,I
24.152190,-57.8619957,HYI,I
25.134477,-57.8669090,HYI,I
26.116894,-57.8720093,HYI,I
27.099303,-57.8772964,HYI,I
28.082006,-57.8827744,HYI,I
29.064854,-57.8884354,HYI,I
30.047707,-57.8942795,HYI,I
31.030869,-57.9003067,HYI,I
32.014192,-57.9065132,HYI,I
32.997537,-57.9128952,HYI,I
33.489424,-57.9161568,HYI,O
33.465104,-58.9160690,HYI,I
33.439332,-59.9159851,HYI,I
33.411960,-60.9158936,HYI,I
33.382812,-61.9157982,HYI,I
33.351696,-62.9156952,HYI,I
33.318379,-63.9155769,HYI,I
33.282599,-64.9154587,HYI,I
33.244046,-65.9153290,HYI,I
33.202361,-66.9151917,HYI,O
34.178251,-66.9217911,HYI,I
35.154544,-66.9285583,HYI,I
36.131112,-66.9355011,HYI,I
37.107796,-66.9426117,HYI,I
38.084911,-66.9498901,HYI,I
39.062314,-66.9573288,HYI,I
40.039866,-66.9649353,HYI,I
41.017860,-66.9727020,HYI,I
41.996166,-66.9806213,HYI,I
42.974636,-66.9887009,HYI,I
43.953570,-66.9969330,HYI,I
44.932830,-67.0053177,HYI,I
45.912281,-67.0138550,HYI,I
46.892212,-67.0225372,HYI,I
47.872492,-67.0313568,HYI,I
48.362689,-67.0358200,HYI,O
322.379294,-60.4575691,IND,I
322.411881,-61.4574356,IND,I
322.446642,-62.4573059,IND,I
322.483777,-63.4571648,IND,I
322.523632,-64.4570084,IND,I
322.566519,-65.4568481,IND,I
322.612782,-66.4566727,IND,I
322.662936,-67.4564743,IND,I
322.717467,-68.4562683,IND,I
322.777034,-69.4560394,IND,I
322.842436,-70.4557877,IND,I
322.914619,-71.4555130,IND,I
322.994700,-72.4552078,IND,I
323.084134,-73.4548569,IND,I
323.184757,-74.4544678,IND,O
324.149895,-74.4471359,IND,I
325.114661,-74.4399643,IND,I
326.078824,-74.4329605,IND,I
327.042761,-74.4261246,IND,I
328.006296,-74.4194641,IND,I
328.969317,-74.4129715,IND,I
329.932109,-74.4066467,IND,I
330.894528,-74.4005051,IND,I
331.856460,-74.3945313,IND,I
332.818194,-74.3887405,IND,I
333.779611,-74.3831329,IND,I
334.740600,-74.3777084,IND,I
335.701389,-74.3724594,IND,I
336.661863,-74.3674011,IND,I
337.621965,-74.3625259,IND,I
338.581896,-74.3578339,IND,I
339.541569,-74.3533325,IND,I
340.500841,-74.3490219,IND,I
341.460027,-74.3449097,IND,I
342.418986,-74.3409805,IND,I
343.377571,-74.3372421,IND,I
344.336100,-74.3337021,IND,I
345.294456,-74.3303604,IND,I
346.252441,-74.3272095,IND,I
347.210456,-74.3242569,IND,I
348.168269,-74.3214951,IND,I
349.125766,-74.3189392,IND,I
350.083294,-74.3165817,IND,I
351.040679,-74.3144226,IND,I
351.997833,-74.3124619,IND,O
351.972828,-73.3124847,IND,I
351.950569,-72.3125153,IND,I
351.930599,-71.3125305,IND,I
351.912603,-70.3125458,IND,I
351.896295,-69.3125610,IND,I
351.881418,-68.3125763,IND,I
351.867799,-67.3125916,IND,I
351.861391,-66.8125992,IND,O
350.889529,-66.8145828,IND,I
349.917469,-66.8167801,IND,I
348.945294,-66.8191757,IND,I
347.973204,-66.8217697,IND,I
347.000856,-66.8245697,IND,I
346.028337,-66.8275681,IND,I
345.055905,-66.8307648,IND,I
344.083214,-66.8341599,IND,I
343.110351,-66.8377533,IND,I
342.137490,-66.8415451,IND,I
341.164341,-66.8455276,IND,I
340.191049,-66.8497086,IND,I
339.217758,-66.8540802,IND,I
338.244123,-66.8586426,IND,I
337.270317,-66.8634033,IND,I
336.296426,-66.8683472,IND,I
335.322246,-66.8734741,IND,I
334.347840,-66.8787994,IND,I
333.373376,-66.8843002,IND,I
332.398567,-66.8899918,IND,O
332.361603,-65.8900986,IND,I
332.327385,-64.8901978,IND,I
332.295656,-63.8902893,IND,I
332.266102,-62.8903847,IND,I
332.238522,-61.8904648,IND,I
332.212657,-60.8905411,IND,I
332.188368,-59.8906097,IND,I
332.165508,-58.8906784,IND,I
332.143908,-57.8907471,IND,I
332.123508,-56.8908043,IND,I
332.113695,-56.3908348,IND,O
332.094841,-55.3908882,IND,I
332.076931,-54.3909416,IND,I
332.059851,-53.3909950,IND,I
332.043571,-52.3910408,IND,I
332.028007,-51.3910866,IND,I
332.013131,-50.3911324,IND,I
331.998825,-49.3911743,IND,O
331.011228,-49.3971176,IND,I
330.023661,-49.4032440,IND,I
329.035777,-49.4095497,IND,I
328.047810,-49.4160347,IND,I
327.059841,-49.4226952,IND,I
326.071587,-49.4295311,IND,I
325.083217,-49.4365387,IND,I
324.094848,-49.4437141,IND,I
323.106165,-49.4510612,IND,I
322.117366,-49.4585724,IND,O
322.099542,-48.4586372,IND,I
322.082433,-47.4587059,IND,I
322.065954,-46.4587669,IND,I
322.050046,-45.4588280,IND,I
322.042321,-44.9588585,IND,O
321.051864,-44.9665451,IND,I
320.061150,-44.9743919,IND,I
319.070321,-44.9824028,IND,I
318.079462,-44.9905663,IND,I
317.088346,-44.9988861,IND,I
316.097088,-45.0073547,IND,I
315.105829,-45.0159760,IND,I
314.114284,-45.0247421,IND,I
313.122569,-45.0336533,IND,I
312.130851,-45.0427055,IND,I
311.138820,-45.0518990,IND,I
310.146646,-45.0612297,IND,I
309.154443,-45.0706902,IND,I
308.161954,-45.0802803,IND,I
307.169295,-45.0900002,IND,O
307.189407,-46.0899048,IND,I
307.210264,-47.0898018,IND,I
307.231951,-48.0896912,IND,I
307.254466,-49.0895844,IND,I
307.277899,-50.0894699,IND,I
307.302360,-51.0893440,IND,I
307.327881,-52.0892220,IND,I
307.354604,-53.0890923,IND,I
307.382554,-54.0889511,IND,I
307.411909,-55.0888062,IND,I
307.442779,-56.0886574,IND,I
307.458801,-56.5885773,IND,O
307.492189,-57.5884094,IND,I
307.527466,-58.5882378,IND,I
307.564801,-59.5880547,IND,O
308.552256,-59.5783844,IND,I
309.539422,-59.5688438,IND,I
310.526190,-59.5594330,IND,I
311.512814,-59.5501556,IND,I
312.499181,-59.5410156,IND,I
313.485146,-59.5320168,IND,I
314.470996,-59.5231552,IND,I
315.456591,-59.5144424,IND,I
316.441784,-59.5058746,IND,I
317.426892,-59.4974556,IND,I
318.411741,-59.4891853,IND,I
319.396248,-59.4810753,IND,I
320.380639,-59.4731178,IND,I
321.364831,-59.4653206,IND,I
322.348651,-59.4576836,IND,O
330.342693,36.6008415,LAC,I
329.461012,36.5953827,LAC,O
329.451169,37.5953484,LAC,I
329.441041,38.5953178,LAC,I
329.430629,39.5952873,LAC,I
329.419899,40.5952492,LAC,I
329.408884,41.5952187,LAC,I
329.397468,42.5951843,LAC,I
329.385709,43.5951424,LAC,I
329.376641,44.3451195,LAC,O
329.881639,44.3482628,LAC,O
329.878606,44.5982513,LAC,O
330.762663,44.6036453,LAC,O
330.750589,45.6036072,LAC,I
330.738059,46.6035690,LAC,I
330.725069,47.6035309,LAC,I
330.711566,48.6034927,LAC,I
330.697518,49.6034470,LAC,I
330.682897,50.6034050,LAC,I
330.667620,51.6033592,LAC,I
330.651684,52.6033096,LAC,I
330.639210,53.3532715,LAC,O
331.653241,53.3592796,LAC,I
332.667561,53.3651047,LAC,I
333.174676,53.3679428,LAC,O
333.158712,54.3679008,LAC,I
333.141946,55.3678551,LAC,I
333.137626,55.6178436,LAC,O
334.153376,55.6233864,LAC,I
335.169297,55.6287384,LAC,I
335.931301,55.6326256,LAC,O
335.915107,56.6325874,LAC,I
335.910930,56.8825760,LAC,O
336.927881,56.8875885,LAC,I
337.944774,56.8924065,LAC,I
338.961982,56.8970261,LAC,I
339.979191,56.9014473,LAC,I
340.996656,56.9056625,LAC,I
342.014208,56.9096794,LAC,I
343.031760,56.9134865,LAC,I
344.049540,56.9170914,LAC,I
344.304027,56.9179611,LAC,O
344.315100,55.9179840,LAC,I
344.325629,54.9179993,LAC,I
344.335642,53.9180145,LAC,I
344.342851,53.1680298,LAC,O
344.352064,52.1680412,LAC,I
344.360876,51.1680603,LAC,I
344.369316,50.1680717,LAC,I
344.377413,49.1680870,LAC,I
344.385195,48.1681023,LAC,I
344.392662,47.1681137,LAC,I
344.399842,46.1681252,LAC,I
344.406795,45.1681366,LAC,I
344.413491,44.1681480,LAC,I
344.419984,43.1681557,LAC,I
344.426250,42.1681709,LAC,I
344.432316,41.1681786,LAC,I
344.438209,40.1681900,LAC,I
344.443932,39.1682014,LAC,I
344.449482,38.1682091,LAC,I
344.454889,37.1682205,LAC,I
344.460181,36.1682281,LAC,I
344.465304,35.1682358,LAC,O
343.709193,35.1656151,LAC,O
343.706532,35.6656113,LAC,O
342.698250,35.6619377,LAC,I
341.690025,35.6580620,LAC,I
340.682001,35.6539841,LAC,I
339.673863,35.6497040,LAC,I
338.665781,35.6452255,LAC,I
337.657901,35.6405487,LAC,I
336.649962,35.6356773,LAC,I
335.642081,35.6306076,LAC,I
334.634371,35.6253471,LAC,I
333.626632,35.6198921,LAC,I
332.618952,35.6142502,LAC,I
331.611499,35.6084213,LAC,I
331.359558,35.6069336,LAC,O
331.350461,36.6069069,LAC,O
162.830929,-5.6621857,LEO,I
162.834706,-4.6621928,LEO,I
162.838469,-3.6622002,LEO,I
162.842217,-2.6622071,LEO,I
162.845964,-1.6622140,LEO,I
162.849712,-0.6622211,LEO,O
162.853461,0.3377719,LEO,I
162.857208,1.3377649,LEO,I
162.860956,2.3377581,LEO,I
162.864704,3.3377509,LEO,I
162.868467,4.3377438,LEO,I
162.872242,5.3377371,LEO,I
162.876019,6.3377299,LEO,O
161.877322,6.3415694,LEO,I
160.878783,6.3456092,LEO,I
159.880071,6.3498483,LEO,I
158.881346,6.3542852,LEO,I
157.882762,6.3589182,LEO,I
156.884036,6.3637466,LEO,I
155.885296,6.3687687,LEO,I
154.886685,6.3739820,LEO,I
153.887929,6.3793864,LEO,I
152.889161,6.3849797,LEO,I
151.890536,6.3907595,LEO,I
150.891751,6.3967257,LEO,I
149.892941,6.4028749,LEO,I
148.894286,6.4092054,LEO,I
147.895459,6.4157166,LEO,I
146.896634,6.4224052,LEO,I
145.897923,6.4292688,LEO,I
145.398417,6.4327669,LEO,O
144.399705,6.4398904,LEO,I
143.400836,6.4471850,LEO,I
142.401939,6.4546485,LEO,I
141.403184,6.4622765,LEO,I
140.404259,6.4700689,LEO,O
140.412269,7.4700375,LEO,I
140.420309,8.4700060,LEO,I
140.428376,9.4699736,LEO,I
140.436501,10.4699421,LEO,I
140.444684,11.4699097,LEO,I
140.452924,12.4698772,LEO,I
140.461221,13.4698448,LEO,I
140.469589,14.4698114,LEO,I
140.478044,15.4697781,LEO,I
140.486569,16.4697437,LEO,I
140.495181,17.4697113,LEO,I
140.503893,18.4696770,LEO,I
140.512706,19.4696407,LEO,I
140.521631,20.4696064,LEO,I
140.530672,21.4695702,LEO,I
140.539842,22.4695339,LEO,I
140.549141,23.4694996,LEO,I
140.558566,24.4694614,LEO,I
140.568166,25.4694233,LEO,I
140.577922,26.4693851,LEO,I
140.587836,27.4693451,LEO,I
140.597949,28.4693050,LEO,I
140.608248,29.4692650,LEO,I
140.618748,30.4692230,LEO,I
140.629462,31.4691811,LEO,I
140.640421,32.4691391,LEO,I
140.645985,32.9691162,LEO,O
141.639904,32.9613647,LEO,I
142.633567,32.9537735,LEO,I
143.627314,32.9463501,LEO,I
144.620976,32.9390945,LEO,I
145.614409,32.9320068,LEO,I
146.607914,32.9250946,LEO,I
147.601347,32.9183540,LEO,I
148.594551,32.9117889,LEO,I
149.587841,32.9054031,LEO,I
150.084386,32.9022789,LEO,O
150.075631,31.9023056,LEO,I
150.067049,30.9023304,LEO,I
150.058651,29.9023590,LEO,I
150.050411,28.9023838,LEO,I
150.042344,27.9024086,LEO,O
151.036762,27.8962860,LEO,I
152.031126,27.8903465,LEO,I
153.025289,27.8845940,LEO,I
154.019551,27.8790245,LEO,I
155.013757,27.8736458,LEO,I
156.007776,27.8684559,LEO,I
157.001896,27.8634567,LEO,I
157.995972,27.8586502,LEO,I
158.989878,27.8540401,LEO,I
159.238401,27.8529167,LEO,O
159.232707,26.8529282,LEO,I
159.227114,25.8529415,LEO,I
159.221621,24.8529549,LEO,I
159.216199,23.8529663,LEO,I
159.210877,22.8529778,LEO,O
160.206071,22.8486061,LEO,I
161.201091,22.8444309,LEO,I
162.196241,22.8404560,LEO,I
162.942539,22.8376045,LEO,O
162.946972,23.8375969,LEO,I
162.951494,24.8375893,LEO,O
163.946100,24.8339653,LEO,I
164.940534,24.8305454,LEO,I
165.935082,24.8273258,LEO,I
166.680937,24.8250446,LEO,O
166.684584,25.8250389,LEO,I
166.688304,26.8250332,LEO,I
166.692081,27.8250294,LEO,I
166.693998,28.3250256,LEO,O
167.687602,28.3221664,LEO,I
168.681049,28.3195133,LEO,I
169.674611,28.3170643,LEO,I
170.668158,28.3148251,LEO,I
171.661534,28.3127899,LEO,I
172.655039,28.3109646,LEO,I
173.648514,28.3093472,LEO,I
174.641847,28.3079395,LEO,I
175.635309,28.3067417,LEO,I
176.628771,28.3057518,LEO,I
177.622061,28.3049736,LEO,I
178.615494,28.3044052,LEO,I
179.608941,28.3040466,LEO,O
179.608612,27.3040485,LEO,I
179.608282,26.3040485,LEO,I
179.607982,25.3040466,LEO,I
179.607667,24.3040485,LEO,I
179.607367,23.3040485,LEO,I
179.607067,22.3040466,LEO,I
179.606766,21.3040485,LEO,I
179.606481,20.3040485,LEO,I
179.606194,19.3040466,LEO,I
179.605908,18.3040485,LEO,I
179.605623,17.3040485,LEO,I
179.605350,16.3040485,LEO,I
179.605079,15.3040485,LEO,I
179.604807,14.3040485,LEO,I
179.604536,13.3040485,LEO,O
179.604264,12.3040485,LEO,I
179.604006,11.3040485,LEO,I
179.603734,10.3040485,LEO,O
178.605966,10.3044081,LEO,I
177.608199,10.3049793,LEO,I
176.610574,10.3057613,LEO,I
175.612807,10.3067541,LEO,I
174.615026,10.3079576,LEO,I
174.365688,10.3082914,LEO,O
174.364286,9.3082924,LEO,I
174.362883,8.3082943,LEO,I
174.361496,7.3082948,LEO,I
174.360123,6.3082957,LEO,I
174.358736,5.3082967,LEO,I
174.357361,4.3082972,LEO,I
174.355989,3.3082983,LEO,I
174.354630,2.3082993,LEO,I
174.353256,1.3083003,LEO,I
174.351897,0.3083012,LEO,I
174.350524,-0.6916979,LEO,O
174.349166,-1.6916969,LEO,I
174.347791,-2.6916959,LEO,I
174.346432,-3.6916952,LEO,I
174.345060,-4.6916943,LEO,I
174.343672,-5.6916928,LEO,I
174.342299,-6.6916924,LEO,O
173.340912,-6.6902204,LEO,I
172.339526,-6.6885381,LEO,I
171.338296,-6.6866455,LEO,I
170.336910,-6.6845436,LEO,I
169.335537,-6.6822329,LEO,I
168.334321,-6.6797142,LEO,I
167.332964,-6.6769881,LEO,I
166.331606,-6.6740551,LEO,I
165.330405,-6.6709175,LEO,I
164.329047,-6.6675744,LEO,I
163.327717,-6.6640282,LEO,I
162.827139,-6.6621790,LEO,O
149.091282,32.9085732,LMI,I
148.097964,32.9150505,LMI,I
147.104572,32.9216995,LMI,I
146.111241,32.9285278,LMI,I
145.117694,32.9355278,LMI,I
144.124074,32.9426994,LMI,I
143.130526,32.9500427,LMI,I
142.136736,32.9575500,LMI,I
141.142874,32.9652214,LMI,I
140.645985,32.9691162,LMI,O
140.657316,33.9690704,LMI,I
140.668917,34.9690247,LMI,I
140.680804,35.9689789,LMI,I
140.692992,36.9689293,LMI,I
140.705494,37.9688835,LMI,I
140.718356,38.9688339,LMI,I
140.721631,39.2188187,LMI,O
141.713962,39.2110786,LMI,I
142.706051,39.2034988,LMI,I
143.698169,39.1960869,LMI,I
144.690184,39.1888428,LMI,I
145.681972,39.1817665,LMI,O
145.693860,40.1817284,LMI,I
145.706119,41.1816826,LMI,I
145.709238,41.4316750,LMI,O
146.700382,41.4247742,LMI,I
147.691440,41.4180489,LMI,I
148.682241,41.4115028,LMI,I
149.673086,41.4051323,LMI,I
150.663843,41.3989410,LMI,I
151.654357,41.3929329,LMI,I
152.644959,41.3871078,LMI,I
153.635445,41.3814697,LMI,I
154.378224,41.3773613,LMI,O
154.368682,40.3773880,LMI,I
154.359412,39.3774109,LMI,O
155.350271,39.3720970,LMI,I
156.341201,39.3669701,LMI,I
157.332072,39.3620338,LMI,I
158.322716,39.3572960,LMI,I
159.313459,39.3527451,LMI,I
160.304131,39.3483925,LMI,I
161.294604,39.3442383,LMI,I
162.285176,39.3402824,LMI,I
163.275676,39.3365211,LMI,I
163.523169,39.3356133,LMI,O
163.517175,38.3356285,LMI,I
163.511324,37.3356361,LMI,I
163.505644,36.3356476,LMI,I
163.500094,35.3356590,LMI,I
163.494687,34.3356667,LMI,I
163.489409,33.3356781,LMI,O
164.481739,33.3321609,LMI,I
165.474044,33.3288498,LMI,I
166.466145,33.3257408,LMI,I
166.714226,33.3249931,LMI,O
166.710004,32.3250008,LMI,I
166.705871,31.3250084,LMI,I
166.701837,30.3250122,LMI,I
166.697874,29.3250198,LMI,I
166.693998,28.3250256,LMI,O
166.690177,27.3250313,LMI,I
166.686444,26.3250370,LMI,I
166.682754,25.3250408,LMI,I
166.680937,24.8250446,LMI,O
165.686403,24.8281116,LMI,I
164.691996,24.8313808,LMI,I
163.697404,24.8348522,LMI,I
162.951494,24.8375893,LMI,O
162.946972,23.8375969,LMI,I
162.942539,22.8376045,LMI,O
161.947417,22.8414307,LMI,I
160.952426,22.8454571,LMI,I
159.957247,22.8496799,LMI,I
159.210877,22.8529778,LMI,O
159.216199,23.8529663,LMI,I
159.221621,24.8529549,LMI,I
159.227114,25.8529415,LMI,I
159.232707,26.8529282,LMI,I
159.238401,27.8529167,LMI,O
158.244381,27.8574791,LMI,I
157.250461,27.8622360,LMI,I
156.256356,27.8671875,LMI,I
155.262194,27.8723297,LMI,I
154.268145,27.8776627,LMI,I
153.273897,27.8831825,LMI,I
152.279592,27.8888912,LMI,I
151.285401,27.8947849,LMI,I
150.290994,27.9008617,LMI,I
150.042344,27.9024086,LMI,O
150.050411,28.9023838,LMI,I
150.058651,29.9023590,LMI,I
150.067049,30.9023304,LMI,I
150.075631,31.9023056,LMI,I
150.084386,32.9022789,LMI,O
73.917346,-15.2988997,LEP,I
73.904779,-16.2988281,LEP,I
73.892084,-17.2987537,LEP,I
73.879245,-18.2986774,LEP,I
73.866255,-19.2986031,LEP,I
73.853116,-20.2985268,LEP,I
73.839798,-21.2984486,LEP,I
73.826301,-22.2983704,LEP,I
73.812604,-23.2982903,LEP,I
73.798707,-24.2982082,LEP,I
73.784587,-25.2981281,LEP,I
73.770225,-26.2980442,LEP,I
73.759296,-27.0479794,LEP,O
74.757507,-27.0596256,LEP,I
75.755819,-27.0713310,LEP,I
76.254937,-27.0772038,LEP,O
77.253406,-27.0889893,LEP,I
78.251832,-27.1008244,LEP,I
79.250508,-27.1127052,LEP,I
80.249291,-27.1246300,LEP,I
81.248031,-27.1365910,LEP,I
82.247028,-27.1485901,LEP,I
83.246126,-27.1606197,LEP,I
84.245196,-27.1726742,LEP,I
85.244516,-27.1847553,LEP,I
86.243934,-27.1968575,LEP,I
87.243318,-27.2089748,LEP,I
88.242960,-27.2211075,LEP,I
89.242716,-27.2332497,LEP,I
90.242421,-27.2453957,LEP,I
91.242399,-27.2575436,LEP,I
92.242477,-27.2696915,LEP,I
92.992566,-27.2787991,LEP,O
93.007794,-26.2788925,LEP,I
93.022764,-25.2789841,LEP,I
93.037484,-24.2790718,LEP,I
93.051982,-23.2791595,LEP,I
93.066258,-22.2792473,LEP,I
93.080334,-21.2793312,LEP,I
93.094218,-20.2794170,LEP,I
93.107922,-19.2795010,LEP,I
93.121469,-18.2795830,LEP,I
93.134851,-17.2796631,LEP,I
93.148091,-16.2797432,LEP,I
93.161202,-15.2798243,LEP,I
93.174183,-14.2799025,LEP,I
93.187051,-13.2799807,LEP,I
93.199811,-12.2800570,LEP,I
93.212478,-11.2801352,LEP,I
93.215625,-11.0301533,LEP,O
92.215576,-11.0180111,LEP,I
91.215562,-11.0058632,LEP,I
90.215736,-10.9937153,LEP,I
89.215807,-10.9815683,LEP,I
88.965791,-10.9785318,LEP,O
87.966063,-10.9663944,LEP,I
86.966221,-10.9542656,LEP,I
85.966429,-10.9421501,LEP,I
84.966817,-10.9300556,LEP,I
83.967097,-10.9179802,LEP,I
82.967419,-10.9059305,LEP,I
81.967935,-10.8939104,LEP,I
80.968336,-10.8819218,LEP,I
79.968781,-10.8699694,LEP,I
78.969412,-10.8580589,LEP,I
77.969928,-10.8461895,LEP,I
77.720031,-10.8432293,LEP,O
76.720755,-10.8314209,LEP,I
75.721364,-10.8196630,LEP,I
75.221751,-10.8138046,LEP,O
75.209569,-11.8137341,LEP,I
75.197304,-12.8136616,LEP,I
75.184936,-13.8135891,LEP,I
75.178714,-14.3135529,LEP,O
74.179602,-14.3018808,LEP,I
73.929798,-14.2989721,LEP,O
227.873039,-2.7241998,LIB,I
227.864127,-1.7242392,LIB,I
227.855229,-0.7242788,LIB,I
227.853012,-0.4742887,LIB,O
226.853114,-0.4831079,LIB,I
225.853071,-0.4917813,LIB,I
224.853015,-0.5003049,LIB,I
223.853116,-0.5086748,LIB,I
222.853061,-0.5168910,LIB,I
221.853003,-0.5249498,LIB,I
221.603092,-0.5269387,LIB,O
221.611032,-1.5269072,LIB,I
221.618986,-2.5268757,LIB,I
221.626954,-3.5268443,LIB,I
221.634922,-4.5268126,LIB,I
221.642932,-5.5267806,LIB,I
221.650957,-6.5267491,LIB,I
221.659012,-7.5267167,LIB,I
221.667108,-8.5266848,LIB,O
220.665750,-8.5345535,LIB,I
219.664364,-8.5422592,LIB,I
218.663106,-8.5497990,LIB,I
217.661676,-8.5571709,LIB,I
216.660217,-8.5643740,LIB,I
215.658903,-8.5714045,LIB,I
215.408506,-8.5731344,LIB,O
215.415559,-9.5731106,LIB,I
215.422668,-10.5730858,LIB,I
215.429821,-11.5730619,LIB,I
215.437031,-12.5730371,LIB,I
215.444298,-13.5730114,LIB,I
215.451622,-14.5729866,LIB,I
215.459004,-15.5729618,LIB,I
215.466471,-16.5729351,LIB,I
215.474010,-17.5729084,LIB,I
215.481634,-18.5728836,LIB,I
215.489344,-19.5728569,LIB,I
215.497155,-20.5728283,LIB,I
215.505066,-21.5728035,LIB,I
215.513091,-22.5727749,LIB,O
215.521230,-23.5727463,LIB,I
215.529499,-24.5727196,LIB,I
215.533691,-25.0727024,LIB,O
216.538296,-25.0656929,LIB,I
217.542701,-25.0585117,LIB,I
218.547206,-25.0511589,LIB,I
219.551640,-25.0436382,LIB,I
220.555859,-25.0359516,LIB,I
221.560164,-25.0281010,LIB,I
222.564397,-25.0200882,LIB,I
223.568415,-25.0119171,LIB,I
224.572521,-25.0035896,LIB,I
225.576554,-24.9951096,LIB,O
225.587010,-25.9950657,LIB,I
225.597654,-26.9950199,LIB,I
225.608482,-27.9949722,LIB,I
225.619526,-28.9949265,LIB,I
225.630769,-29.9948788,LIB,O
226.635546,-29.9862385,LIB,I
227.640352,-29.9774494,LIB,I
228.645072,-29.9685154,LIB,I
229.649564,-29.9594383,LIB,I
230.654097,-29.9502201,LIB,I
231.658530,-29.9408646,LIB,I
232.662750,-29.9313774,LIB,I
233.666982,-29.9217548,LIB,I
234.671130,-29.9120064,LIB,I
235.675020,-29.9021320,LIB,I
236.678954,-29.8921337,LIB,I
236.929980,-29.8896160,LIB,O
236.916747,-28.8896828,LIB,I
236.903759,-27.8897457,LIB,I
236.891011,-26.8898106,LIB,I
236.878496,-25.8898754,LIB,I
236.866179,-24.8899345,LIB,I
236.854062,-23.8899975,LIB,I
236.842146,-22.8900566,LIB,I
236.830387,-21.8901157,LIB,I
236.818800,-20.8901730,LIB,I
236.813064,-20.3902016,LIB,O
237.815366,-20.3800716,LIB,I
238.817754,-20.3698215,LIB,I
239.820084,-20.3594608,LIB,I
240.571776,-20.3516178,LIB,O
240.559931,-19.3516808,LIB,I
240.548229,-18.3517437,LIB,I
240.536670,-17.3518028,LIB,I
240.525226,-16.3518620,LIB,I
240.513926,-15.3519230,LIB,I
240.502710,-14.3519812,LIB,I
240.491610,-13.3520384,LIB,I
240.480566,-12.3520975,LIB,I
240.469636,-11.3521538,LIB,I
240.458793,-10.3522110,LIB,I
240.448008,-9.3522673,LIB,I
240.437279,-8.3523235,LIB,O
240.426607,-7.3523793,LIB,I
240.415964,-6.3524351,LIB,I
240.405378,-5.3524904,LIB,I
240.394849,-4.3525457,LIB,I
240.386954,-3.6025870,LIB,O
239.386582,-3.6130106,LIB,I
238.386196,-3.6233234,LIB,I
237.385941,-3.6335213,LIB,I
236.385526,-3.6436038,LIB,I
235.385114,-3.6535664,LIB,I
234.384841,-3.6634042,LIB,I
233.384400,-3.6731179,LIB,I
232.383942,-3.6827028,LIB,I
231.383614,-3.6921544,LIB,I
230.383143,-3.7014728,LIB,I
229.382643,-3.7106535,LIB,I
228.382302,-3.7196925,LIB,I
227.881951,-3.7241600,LIB,O
214.462767,-43.5806007,LUP,I
214.475699,-44.5805588,LUP,I
214.489074,-45.5805168,LUP,I
214.502936,-46.5804672,LUP,I
214.517326,-47.5804214,LUP,I
214.532276,-48.5803719,LUP,I
214.547824,-49.5803185,LUP,I
214.564019,-50.5802650,LUP,I
214.580926,-51.5802078,LUP,I
214.598580,-52.5801468,LUP,I
214.617076,-53.5800858,LUP,I
214.636459,-54.5800247,LUP,I
214.656816,-55.5799522,LUP,O
215.671276,-55.5730972,LUP,I
216.685695,-55.5660629,LUP,I
217.699942,-55.5588531,LUP,I
218.713831,-55.5514755,LUP,I
219.727679,-55.5439262,LUP,I
220.234466,-55.5400887,LUP,O
221.248011,-55.5322876,LUP,I
222.261344,-55.5243263,LUP,I
223.274331,-55.5162010,LUP,I
224.287233,-55.5079193,LUP,I
225.299936,-55.4994812,LUP,I
