NOMAD1,YM,RAJ2000,DEJ2000,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
0823-0042890,.M,46.0688156,-7.6008572,H,65.4,1.3,17.4,0.7,5.436,T,5.262,T,5.150,B,4.868,4.833,4.740,
0823-0042419,YM,45.6761447,-7.6854719,H,26.3,4.7,-3.5,1.5,6.279,T,5.342,T,4.750,B,3.684,3.141,3.044,
0839-0030070,YM,46.6395511,-6.0885547,H,7.1,0.8,-5.1,0.6,6.858,T,5.275,T,4.400,B,1.550,0.696,0.441,
0862-0028063,.M,44.1559342,-3.7123200,H,-35.7,2.5,-43.3,1.3,5.242,T,5.163,T,5.110,B,5.019,4.980,4.857,
0872-0050013,YM,44.6753200,-2.7828769,H,-28.6,1.3,-62.9,0.9,5.238,T,5.224,T,5.210,B,5.171,5.142,5.094,
0875-0046203,YM,44.9214989,-2.4649517,H,-4.5,1.1,-20.8,1.1,5.492,T,5.542,T,5.570,B,5.687,5.687,5.665,
0043-0020113,YM,134.1707783,-85.6631528,H,-116.2,0.5,33.7,0.4,5.699,T,5.427,T,5.260,B,4.826,4.754,4.668,
0042-0025547,YM,166.5692139,-85.7486725,Y,-10.4,9.0,73.0,9.0,13.210,Y,5.640,Y,,,7.777,7.645,7.703,
0077-0040822,YM,150.1824511,-82.2146703,H,-26.9,0.5,31.1,0.4,5.564,T,5.520,T,10.710,e,5.451,5.471,5.418,R
0090-0032085,YM,143.4724039,-80.9412583,H,-34.6,0.5,14.6,0.4,4.921,T,5.050,T,5.130,B,5.405,5.384,5.426,R
0092-0031368,YM,141.0384358,-80.7868761,H,-138.5,0.5,135.3,0.4,5.747,T,5.347,T,5.080,B,4.764,4.416,4.195,R
0090-0025816,YM,126.0825867,-80.9142017,H,-151.9,0.6,213.0,0.5,6.683,T,5.687,T,5.070,B,4.008,3.293,3.193,R
0104-0030478,YM,131.4797961,-79.5043731,H,-26.1,0.4,81.2,0.4,7.421,T,5.791,T,4.910,B,2.920,2.169,1.917,R
0094-0040844,YM,161.4458467,-80.5401881,H,-37.3,0.4,6.1,0.4,4.255,T,4.421,T,4.510,B,4.860,5.025,4.982,R
0095-0040788,YM,161.3179742,-80.4695972,H,-17.3,1.2,-30.3,0.8,6.531,T,5.583,T,4.990,B,3.987,3.403,3.342,R
0102-0042693,YM,160.4646606,-79.7832883,H,-17.5,0.5,5.8,0.5,5.895,T,5.964,T,6.000,B,6.000,6.086,6.065,R
0113-0044515,YM,158.8671089,-78.6077858,H,-38.0,0.5,11.5,0.4,5.727,T,4.105,T,3.230,B,1.348,0.579,0.386,R
0132-0059012,YM,146.5859650,-76.7761200,H,83.5,0.5,-56.9,0.4,6.314,T,5.448,T,4.900,B,4.035,3.431,3.517,R
0159-0109613,.M,156.0987761,-74.0316119,H,-16.1,0.4,-27.6,0.4,4.309,T,3.985,T,3.780,B,3.472,3.234,3.251,R
0091-0020417,YM,100.0120419,-80.8135928,H,-5.0,0.5,53.3,0.4,5.794,T,5.611,T,10.130,e,5.158,5.068,4.937,R
0109-0024629,YM,111.4087347,-79.0941883,H,-29.8,0.4,5.9,0.4,6.820,T,5.530,T,4.730,B,3.463,2.769,2.589,R
0110-0030769,YM,130.3313008,-78.9633594,H,-29.3,0.4,27.5,0.3,5.354,T,5.446,T,5.510,B,5.687,5.721,5.717,R
0125-0049391,YM,125.1605850,-77.4844775,H,-129.0,0.4,40.7,0.4,5.508,T,4.343,T,3.630,B,2.524,2.008,1.850,R
0130-0048198,.M,124.6314581,-76.9197228,H,109.8,0.5,106.9,0.5,4.421,T,4.056,T,3.820,B,3.415,3.146,3.149,R
0105-0022356,YM,104.1436475,-79.4201931,H,-1.5,0.4,-1.6,0.4,5.489,T,5.449,T,5.430,B,5.169,5.208,5.051,R
0151-0075489,YM,139.3548947,-74.8943131,H,-16.3,0.6,31.8,0.5,5.340,T,5.319,T,9.710,e,5.243,5.270,5.166,R
0152-0077580,YM,139.3648733,-74.7345908,H,-29.0,0.4,35.1,0.4,5.847,T,5.855,T,10.350,B,5.900,5.919,5.865,R
0169-0142822,YM,142.9011364,-73.0809128,H,-25.1,0.5,2.4,0.4,7.078,T,5.474,T,4.590,B,2.825,1.997,1.772,R
0173-0200936,YM,136.2867242,-72.6027056,H,-8.4,0.4,-4.7,0.3,5.040,T,4.476,T,4.100,B,3.314,2.974,2.975,R
0183-0187921,YM,141.7762864,-71.6018953,H,-102.4,0.5,80.9,0.4,6.530,T,5.466,T,4.820,B,3.637,3.001,2.944,R
0166-0118760,YM,125.5185767,-73.3999856,H,-31.1,0.4,30.1,0.4,5.287,T,5.278,T,10.240,e,5.245,5.251,5.141,R
0184-0164578,YM,124.9540156,-71.5149064,H,-17.2,0.5,37.0,0.3,5.248,T,5.312,T,5.350,B,5.415,5.426,5.402,R
0184-0164633,.M,125.0021936,-71.5053772,H,-17.7,0.5,35.0,0.4,5.499,T,5.600,T,5.660,B,5.799,5.858,5.842,R
0196-0208011,YM,129.7715067,-70.3867450,H,19.2,0.5,-38.0,0.3,5.190,T,5.183,T,5.180,B,5.235,5.125,5.073,R
0194-0213501,.M,136.4098933,-70.5384969,H,-4.3,0.5,9.8,0.4,4.500,T,4.641,T,4.720,B,4.969,5.051,4.857,R
0202-0205446,.M,138.2998978,-69.7172078,H,-157.6,0.5,108.9,0.4,1.728,T,1.668,T,1.640,B,1.493,1.500,1.487,R
0213-0195210,YM,139.3217717,-68.6896419,H,-109.1,0.6,-28.4,0.5,5.760,T,5.398,T,5.160,B,4.804,4.567,4.383,R
0213-0189178,YM,135.2854731,-68.6839161,H,16.1,0.5,1.0,0.4,7.557,T,5.893,T,5.010,B,2.883,1.997,1.808,R
0117-0060518,YM,179.9065558,-78.2218392,H,-41.2,0.6,-8.4,0.5,4.870,T,4.912,T,4.940,B,5.014,5.041,4.977,R
0141-0081819,.M,174.3151475,-75.8965439,H,-128.2,0.5,-1.2,0.5,5.953,T,5.645,T,5.460,B,4.969,4.916,4.697,R
0177-0269684,.M,171.0463633,-72.2566081,H,-26.0,0.4,-2.4,0.4,5.589,T,5.582,T,5.580,B,5.410,5.442,5.408,R
0191-0229755,.M,166.7078706,-70.8779306,H,-22.5,0.5,3.2,0.4,5.497,T,5.573,T,5.610,B,5.684,5.724,5.717,R
0167-0148587,YM,157.7585811,-73.2214906,H,-7.4,0.5,7.6,0.5,6.657,T,4.946,T,9.390,e,2.037,1.280,1.104,R
0180-0258773,YM,157.5838658,-71.9927931,H,27.9,0.4,-30.0,0.4,4.753,T,4.710,T,4.690,B,4.746,4.714,4.565,R
0197-0284613,YM,177.4858914,-70.2257908,H,-7.6,0.5,-1.9,0.4,6.361,T,4.975,T,4.120,B,2.797,2.212,1.987,R
0223-0349295,.M,174.4515761,-67.6203792,H,-84.1,0.5,-10.4,0.5,6.945,T,5.936,T,5.310,B,4.323,3.673,3.600,R
0231-0307905,.M,177.0605625,-66.8149106,H,30.7,0.4,-16.2,0.4,6.333,T,4.746,T,3.870,B,2.116,1.375,1.185,R
0232-0292171,.M,176.4017458,-66.7287628,H,-100.4,0.5,33.2,0.5,3.780,T,3.621,T,3.530,B,3.307,3.200,3.202,R
0246-0240252,YM,174.8733042,-65.3977661,H,-28.5,0.6,-7.0,0.6,5.838,T,5.103,T,4.620,B,3.358,2.709,2.471,R
0230-0302980,.M,173.0833178,-66.9618236,H,-0.1,0.4,4.6,0.5,7.027,T,5.887,T,5.190,B,4.235,3.571,3.479,R
0250-0227038,.M,170.8391678,-64.9547144,H,-22.5,0.5,7.0,0.5,5.272,T,5.381,T,5.440,B,5.241,5.314,5.282,*
0254-0212238,YM,169.8184753,-64.5824908,H,-301.2,0.4,43.8,0.5,6.407,T,5.998,T,5.730,B,5.129,4.955,4.852,R
0260-0228013,YM,171.4297758,-63.9724750,H,-314.3,0.4,-65.5,0.4,5.622,T,5.176,T,4.890,B,4.618,4.190,4.187,R
0248-0187644,YM,160.0476639,-65.1002092,H,-17.4,0.5,12.8,0.4,5.341,T,5.489,T,5.580,B,5.788,5.866,5.876,R
0254-0185860,.M,161.5689875,-64.5145594,H,-15.8,0.4,10.8,0.4,5.220,T,5.312,T,5.360,B,5.475,5.491,5.479,R
0255-0183480,YM,160.5588333,-64.4664267,H,-17.7,0.4,11.2,0.4,4.595,T,4.728,T,4.810,B,5.070,5.145,5.133,R
0256-0184833,.M,160.7391717,-64.3944503,H,-18.8,0.8,12.0,0.9,2.508,T,2.689,T,2.790,B,3.254,3.283,3.415,R
0256-0187774,.M,161.7134125,-64.3834744,H,-18.6,0.4,9.3,0.4,4.692,T,4.828,T,4.910,B,5.185,5.235,5.240,R
0257-0188701,YM,161.6232839,-64.2632417,H,-16.9,0.4,9.1,0.4,5.139,T,5.222,T,5.270,B,5.363,5.344,5.323,R
0257-0186112,.M,160.9633022,-64.2490419,H,-16.3,0.4,4.0,0.4,5.728,T,5.745,T,5.760,B,5.660,5.658,5.673,R
0260-0186367,.M,161.0288103,-63.9610717,H,-17.0,0.4,11.9,0.4,4.651,T,4.780,T,4.860,B,5.056,5.108,5.094,R
0258-0211522,.M,168.1883653,-64.1697700,H,-46.9,0.4,5.4,0.5,5.139,T,5.213,T,5.250,B,5.413,5.442,5.418,R
0275-0360396,.M,166.6351161,-62.4241133,H,-36.8,0.4,9.5,0.4,5.612,T,4.613,T,3.990,B,2.987,2.569,2.439,R
0281-0283395,YM,163.6233478,-61.8266225,H,4.9,0.5,-3.8,0.5,7.764,T,5.961,T,5.080,B,2.831,2.028,1.768,R
0199-0235129,.M,153.4342411,-70.0379036,H,-35.7,0.5,7.5,0.4,3.214,T,3.277,T,3.320,B,3.434,3.422,3.450,R
0213-0217887,.M,152.3756994,-68.6827792,H,-19.7,1.5,22.0,0.9,5.890,T,5.873,T,5.860,B,5.730,5.732,5.697,R
0230-0246291,YM,155.7422719,-66.9014986,H,-22.8,0.5,11.0,0.4,4.833,T,4.950,T,5.020,B,5.203,5.291,5.314,R
0236-0173850,.M,153.3776358,-66.3728114,H,-34.3,0.4,11.5,0.4,5.358,T,5.147,T,5.020,B,4.762,4.730,4.641,R
0241-0167008,.M,152.1781178,-65.8154381,H,-62.8,0.5,38.9,0.4,6.204,T,5.264,T,4.670,B,3.926,3.322,3.326,R
0232-0193458,.M,142.1272792,-66.7018775,H,-34.4,0.7,45.8,0.6,5.907,T,5.885,T,5.880,B,5.807,5.812,5.714,R
0236-0136213,YM,135.6116494,-66.3960767,H,-2.0,0.5,-95.7,0.4,4.143,T,3.995,T,3.920,B,3.911,3.741,3.883,R
0249-0145771,.M,146.7755067,-65.0720069,H,-11.5,0.4,4.9,0.3,3.239,T,2.999,T,2.850,B,2.133,2.112,1.949,R
0272-0192753,.M,147.7315939,-62.7451167,H,-12.1,0.4,8.4,0.4,6.878,T,5.568,T,4.760,B,3.549,2.835,2.641,R
0274-0184241,.M,146.3117136,-62.5079033,H,-12.8,0.4,8.2,0.4,5.108,T,3.762,T,2.920,B,1.683,1.187,1.048,R
0277-0173320,YM,142.1962681,-62.2731344,H,-65.4,0.5,28.4,0.4,7.016,T,5.910,T,5.230,B,4.323,3.608,3.517,R
0286-0128325,.M,144.8374936,-61.3280603,H,-34.8,0.4,18.6,0.3,4.434,T,4.493,T,4.530,B,4.982,4.815,4.647,R
0242-0177205,.M,156.8553475,-65.7046642,H,-81.8,0.5,20.5,0.5,6.088,T,5.994,T,5.930,B,5.842,5.857,5.788,R
0258-0171098,YM,157.2190653,-64.1722781,H,-15.9,0.5,2.8,0.5,7.206,T,5.304,T,4.420,B,1.830,0.979,0.737,R
0286-0176055,YM,154.2707322,-61.3323044,H,-24.2,0.4,6.3,0.4,4.949,T,3.368,T,2.490,B,0.906,0.190,0.055,R
0283-0223732,.M,158.0060972,-61.6853328,H,-16.5,0.4,11.4,0.4,3.258,T,3.350,T,3.400,B,3.548,3.391,3.241,R
0294-0239320,.M,160.8845400,-60.5666197,H,-15.2,0.5,3.1,0.4,6.289,T,4.572,T,3.690,B,1.575,0.727,0.453,R
0304-0196323,.M,159.0854931,-59.5643925,H,-39.8,0.5,-39.9,0.4,6.252,T,5.094,T,4.380,B,3.149,2.494,2.387,R
0312-0186078,.M,156.9697089,-58.7394033,H,-13.2,0.5,2.2,0.4,4.094,T,3.818,T,3.650,B,3.095,2.956,2.910,R
0314-0182303,.M,156.2475744,-58.5763028,H,-74.0,0.5,6.1,0.5,6.218,T,5.928,T,5.740,B,5.352,5.179,5.089,R
0295-0156833,.M,150.5004008,-60.4208903,H,-7.4,0.5,3.8,0.4,6.174,T,5.935,T,5.800,B,5.314,5.171,5.030,R
0305-0143410,YM,147.8002753,-59.4257744,H,28.3,0.5,-41.5,0.5,7.159,T,5.788,T,4.930,B,3.379,2.599,2.404,R
0319-0203935,.M,152.9435836,-58.0605439,H,-10.7,0.4,6.6,0.4,5.635,T,5.744,T,5.800,B,5.607,5.567,5.352,R
0173-0181468,YM,115.4552547,-72.6060983,H,33.3,0.4,15.2,0.4,4.970,T,3.951,T,3.320,B,2.254,1.792,1.733,R
0152-0055518,YM,92.5603064,-74.7530453,H,121.8,0.4,-212.8,0.4,5.771,T,5.077,T,4.620,B,3.951,3.508,3.446,R
0190-0152827,.M,102.8624428,-70.9634114,H,4.0,0.4,25.5,0.4,5.290,T,5.388,T,5.450,B,5.562,5.597,5.589,R
0195-0185874,.M,107.1869414,-70.4989319,H,23.7,0.9,108.0,0.7,4.766,T,3.752,T,3.120,B,1.961,1.669,1.572,R
0195-0185872,.M,107.1765778,-70.4971069,H,25.3,2.7,101.0,2.5,5.875,T,5.376,T,5.040,B,6.799,3.805,4.641,R
0220-0164792,YM,109.2076017,-67.9571519,H,-4.1,0.5,8.5,0.4,4.711,T,3.972,T,3.490,B,2.724,2.439,2.326,R
0199-0200498,YM,126.8198158,-70.0934822,H,-18.5,0.5,46.5,0.5,5.486,T,5.504,T,5.510,B,5.541,5.578,5.549,R
0213-0176118,.M,121.9824706,-68.6170622,H,-29.8,0.6,30.5,0.5,4.273,T,4.390,T,4.460,B,4.618,4.754,4.703,R
0232-0177644,.M,132.6450742,-66.7929811,H,92.6,0.6,100.3,0.4,5.713,T,5.338,T,5.090,B,4.786,4.423,4.320,R
0238-0119350,YM,126.4341439,-66.1368903,H,-35.8,0.4,-152.1,0.3,4.898,T,3.766,T,3.080,B,1.864,1.310,1.187,R
0238-0110235,YM,117.4208056,-66.1959744,H,-1.8,0.3,-0.5,0.4,5.726,T,5.759,T,5.780,B,5.795,5.848,5.820,R
0264-0089414,.M,120.0831947,-63.5674558,H,-1.8,0.6,19.3,0.4,4.637,T,4.794,T,4.880,B,5.160,5.259,5.259,R
0243-0112310,YM,124.5783617,-65.6131919,H,20.6,0.4,22.1,0.5,6.213,T,5.062,T,4.360,B,3.161,2.569,2.450,R
0253-0105517,YM,126.4649850,-64.6006178,H,-15.0,0.3,15.1,0.3,6.900,T,5.947,T,5.360,B,4.395,3.839,3.831,R
0270-0112509,.M,123.8163314,-62.9156436,H,-26.8,0.6,-10.9,0.5,5.321,T,5.260,T,5.230,B,5.001,5.020,4.919,R
0200-0175613,YM,95.6594767,-69.9840433,H,25.9,0.5,34.7,0.5,7.100,T,5.558,T,4.680,B,2.871,2.092,1.879,R
0203-0170265,YM,96.3692864,-69.6902989,H,-13.2,0.6,200.7,0.5,6.330,T,5.377,T,4.790,B,3.692,3.080,3.008,R
0220-0160725,YM,104.9605667,-67.9164428,H,-27.0,0.4,234.2,0.4,6.592,T,5.176,T,4.300,B,2.934,2.306,2.109,R
0211-0146466,.M,92.1844244,-68.8434094,H,-50.8,0.5,19.6,0.4,4.977,T,5.033,T,5.060,B,5.153,5.195,5.193,R
0239-0083522,.M,91.5390900,-66.0396211,H,13.5,0.4,27.9,0.4,5.682,T,5.688,T,5.700,B,5.767,5.753,5.751,R
0286-0076069,.M,122.2527917,-61.3024294,H,-155.0,3.7,-297.6,3.5,5.134,T,4.751,T,4.500,B,3.908,3.620,3.674,R
0294-0069463,.M,119.0777042,-60.5264361,H,-4.3,0.5,10.5,0.5,7.317,T,5.735,T,4.860,B,3.299,2.459,2.244,R
0291-0071702,.M,119.7106311,-60.8244625,H,-4.5,0.5,10.7,0.4,5.680,T,5.758,T,5.810,B,5.557,5.495,5.358,R
0294-0070960,.M,119.9064253,-60.5870614,H,-3.5,0.5,11.2,0.4,7.003,T,5.201,T,4.320,B,1.794,0.963,0.682,R
0296-0068804,.M,119.4454789,-60.3030719,H,518.3,0.6,118.8,0.5,6.105,T,5.588,T,5.240,B,4.791,4.360,4.241,R
0297-0065403,YM,117.3037583,-60.2836886,H,-37.4,0.5,140.0,0.5,6.148,T,5.779,T,5.530,B,5.022,4.858,4.737,R
0335-0078325,.M,117.2779806,-56.4103603,H,-6.5,0.5,10.1,0.5,6.672,T,5.576,T,4.910,B,3.911,3.240,3.137,R
0326-0109805,YM,118.7221575,-57.3028067,H,-69.2,0.4,31.6,0.5,6.947,T,5.621,T,4.790,B,3.580,2.865,2.781,R
0276-0157383,.M,137.8196669,-62.3169772,H,-38.0,0.4,15.9,0.4,3.772,T,3.931,T,4.020,B,4.650,4.565,4.440,R
0290-0098965,.M,135.1905903,-60.9638283,H,-4.4,0.4,7.7,0.4,7.004,T,5.787,T,5.050,B,3.895,3.273,3.170,R
0275-0166669,.M,140.2367178,-62.4046325,H,-14.2,0.4,0.2,0.4,5.714,T,4.806,T,4.240,B,3.317,2.758,2.645,R
0280-0159011,.M,141.3634761,-61.9504761,H,-115.5,0.7,55.9,0.6,5.915,T,5.777,T,5.700,B,5.519,5.450,5.424,R
0283-0133650,YM,141.0228947,-61.6489025,H,-0.8,0.5,-47.5,0.4,7.053,T,5.994,T,5.340,B,4.386,3.762,3.730,R
0307-0115633,.M,139.2725278,-59.2752294,H,-19.0,0.3,13.1,0.3,2.410,T,2.217,T,2.110,B,1.667,1.572,1.524,R
0305-0110359,.M,138.2317964,-59.4139286,H,5.5,0.4,15.6,0.4,6.347,T,5.539,T,5.020,B,4.235,3.733,3.779,R
0310-0110545,.M,137.7420219,-58.9668958,H,-17.6,0.4,14.1,0.4,3.240,T,3.397,T,3.490,B,3.701,3.770,3.947,R
0316-0118685,.M,138.8234958,-58.3883769,H,-17.2,0.4,1.1,0.4,5.897,T,5.986,T,6.040,B,6.208,6.251,6.248,R
0324-0179454,YM,139.0503008,-57.5414736,H,-27.7,0.4,-14.7,0.4,6.003,T,4.342,T,3.460,B,1.473,0.602,0.393,R
0271-0131950,YM,129.3284689,-62.8534656,H,-10.9,0.4,-21.9,0.4,6.472,T,5.463,T,4.830,B,3.896,3.290,3.214,R
0293-0095790,.M,133.7617836,-60.6446094,H,-28.1,0.4,42.2,0.4,3.722,T,3.811,T,3.860,B,4.192,4.201,4.097,R
0296-0094671,.M,133.4527378,-60.3539089,H,-10.0,0.4,9.2,0.3,5.676,T,5.762,T,5.810,B,5.895,5.980,5.940,R
0302-0088816,YM,130.1542800,-59.7610028,H,-6.8,0.4,4.9,0.4,4.184,T,4.304,T,4.370,B,4.730,4.852,4.586,R
0309-0100229,.M,134.8507614,-59.0837122,H,-174.5,0.4,281.7,0.4,5.545,T,5.172,T,4.920,B,4.746,4.434,4.487,R
0307-0099291,.M,134.2434058,-59.2293381,H,-8.4,0.4,8.6,0.4,4.719,T,4.883,T,4.970,B,5.325,5.415,5.413,R
0323-0145268,.M,132.9021483,-57.6335778,H,-15.2,0.4,15.5,0.3,5.478,T,5.577,T,5.640,B,5.774,5.820,5.817,R
0333-0127898,.M,133.2657425,-56.6494853,H,-22.8,0.4,36.4,0.4,5.985,T,5.996,T,6.010,B,6.040,6.046,6.043,R
0307-0129905,YM,143.6110425,-59.2297536,H,-11.2,0.3,6.0,0.4,4.064,T,4.079,T,4.090,B,4.224,4.126,4.139,R
0316-0132577,.M,142.5975886,-58.3618397,H,-28.8,0.4,26.6,0.5,7.602,T,5.913,T,5.030,B,2.119,1.247,1.018,R
0320-0173171,YM,145.1773100,-57.9835531,H,-43.8,0.6,7.6,0.6,5.488,T,5.313,T,5.200,B,5.368,5.054,4.798,R
0327-0201769,YM,145.2591050,-57.2595425,H,76.2,0.4,-41.6,0.4,6.871,T,5.800,T,5.140,B,4.251,3.572,3.559,R
0329-0192005,.M,142.8054950,-57.0343769,H,-32.5,0.4,6.0,0.4,4.742,T,3.158,T,2.280,B,0.468,-0.350,-0.469,R
0347-0166871,YM,145.4496972,-55.2137619,H,-12.3,0.4,3.2,0.4,5.850,T,5.967,T,6.040,B,6.195,6.286,6.275,R
0354-0188085,.M,149.2155900,-54.5677906,H,-13.1,0.4,2.8,0.4,3.425,T,3.508,T,3.560,B,3.741,3.696,3.729,R
0363-0169759,.M,144.3027189,-53.6685083,H,-23.9,1.1,-9.1,1.8,5.647,T,5.523,T,5.440,B,5.160,5.123,5.052,R
0361-0175345,.M,145.9259767,-53.8912825,H,-67.5,0.4,32.7,0.4,5.506,T,5.540,T,5.560,B,5.572,5.626,5.602,R
0344-0139044,YM,138.5749611,-55.5696297,H,-32.8,0.4,29.4,0.4,6.220,T,5.260,T,4.660,B,3.789,3.254,3.116,R
0344-0146137,YM,140.4585100,-55.5146858,H,-64.2,0.4,76.2,0.5,5.794,T,5.613,T,5.500,B,5.259,5.224,5.116,R
0349-0145347,.M,140.5284094,-55.0106681,H,-10.7,0.4,11.2,0.4,2.325,T,2.463,T,2.540,B,2.862,2.928,3.028,R
0366-0159384,.M,141.5748250,-53.3789092,H,-19.9,0.4,11.0,0.4,4.979,T,5.081,T,5.140,B,5.299,5.384,5.384,R
0387-0163663,.M,143.5366389,-51.2552667,H,-8.5,0.4,6.3,0.4,4.811,T,4.984,T,5.080,B,5.418,5.533,5.532,R
0384-0168051,.M,142.5212922,-51.5171642,H,-18.9,0.4,11.8,0.4,5.355,T,5.433,T,5.470,B,5.615,5.689,5.626,R
0384-0155067,.M,139.6764850,-51.5606517,H,-5.2,0.4,3.5,0.4,6.314,T,5.900,T,5.630,B,4.538,4.232,4.261,R
0389-0147516,.M,139.5244619,-51.0508592,H,-21.0,0.4,14.8,0.4,5.186,T,5.249,T,5.290,B,5.394,5.381,5.389,R
0304-0078595,.M,125.6284814,-59.5094833,H,-25.3,0.5,22.7,0.4,0.519,T,2.360,T,2.530,B,-0.787,-1.563,-1.782,*
0317-0090564,YM,128.8148183,-58.2247350,H,-21.1,0.4,11.5,0.4,5.100,T,5.225,T,5.310,B,5.506,5.597,5.602,R
0319-0102541,YM,128.8321144,-58.0092286,H,53.7,0.4,27.3,0.4,5.833,T,4.853,T,4.240,B,3.040,2.528,2.427,R
0320-0096589,YM,125.3004106,-57.9732203,H,-3.0,0.4,4.2,0.3,5.852,T,5.946,T,6.010,B,6.089,6.184,6.193,R
0332-0130432,.M,131.6772883,-56.7697764,H,-9.4,0.4,8.6,0.3,4.314,T,4.470,T,4.560,B,4.924,4.988,5.001,R
0350-0117885,YM,133.7990908,-54.9657683,H,24.2,0.4,-91.2,0.4,6.140,T,5.707,T,5.420,B,5.213,4.743,4.560,R
0365-0109229,YM,129.8493472,-53.4397675,H,-23.9,0.5,23.5,0.4,5.292,T,5.429,T,5.510,B,5.770,5.814,5.801,R
0368-0121014,.M,130.5791428,-53.1000700,H,-21.8,1.1,24.3,1.1,5.343,T,5.465,T,5.550,B,5.743,5.807,5.809,R
0368-0121094,.M,130.6057758,-53.1139844,H,-24.8,0.5,23.2,0.4,4.654,T,4.804,T,4.890,B,5.197,5.267,5.262,R
0369-0126251,.M,129.9899894,-53.0547297,H,-25.8,0.5,21.4,0.4,5.030,T,5.156,T,5.240,B,5.543,5.540,5.533,R
0369-0126442,YM,130.0727672,-53.0153981,H,-25.4,0.5,23.1,0.4,5.414,T,5.530,T,5.600,B,5.823,5.924,5.894,R
0370-0132420,YM,130.0732722,-52.9218875,H,-24.6,0.5,35.0,0.4,3.413,T,3.560,T,3.650,B,4.070,4.019,4.142,R
0339-0087461,.M,122.3901389,-56.0853847,H,1.5,0.5,37.1,0.4,5.846,T,5.654,T,5.530,B,5.278,5.238,5.153,R
0369-0114349,.M,126.9024378,-53.0884797,H,-67.6,0.4,24.7,0.3,5.317,T,5.079,T,4.930,B,4.673,4.469,4.440,R
0390-0112481,.M,128.9667797,-50.9696517,H,-13.6,0.4,10.4,0.3,5.653,T,5.773,T,5.840,B,6.019,6.033,6.041,R
0378-0142188,YM,125.7298256,-52.1237297,H,-22.7,0.4,19.4,0.4,5.903,T,5.886,T,5.890,B,5.862,5.871,5.873,R
0382-0130421,YM,126.3805225,-51.7274153,H,-14.6,0.4,17.1,0.4,4.998,T,5.157,T,5.250,B,5.527,5.623,5.634,R
0400-0117073,YM,128.6816556,-49.9442036,H,-12.5,0.5,17.6,0.3,6.335,T,4.990,T,4.150,B,2.818,2.137,2.020,R
0372-0164989,.M,134.0802583,-52.7234753,H,-16.5,0.5,14.5,0.4,4.594,T,4.714,T,4.780,B,4.932,5.003,4.950,*
0378-0178224,.M,135.4356633,-52.1886856,H,-14.6,0.7,13.5,0.5,5.173,T,5.286,T,5.360,B,5.451,5.503,5.532,R
0426-0211090,.M,138.3935572,-47.3384075,H,-25.0,0.5,13.3,0.4,5.864,T,5.897,T,5.930,B,5.889,5.953,5.892,R
0434-0172980,.M,137.8890953,-46.5839111,H,-7.1,0.4,7.6,0.4,5.569,T,5.755,T,5.870,B,6.193,6.318,6.352,R
0401-0125448,.M,130.9178031,-49.8228019,H,-3.5,0.7,3.6,0.5,4.935,T,5.120,T,5.220,B,5.565,5.652,5.665,R
0416-0144840,.M,133.1608553,-48.3590972,H,-13.4,0.5,0.3,0.5,5.751,T,5.880,T,5.960,B,6.157,6.272,6.261,R
0414-0145546,YM,134.4814936,-48.5729103,H,-16.4,0.5,9.6,0.5,6.940,T,5.883,T,5.230,B,4.022,3.467,3.428,R
0424-0198984,.M,133.4608150,-47.5207781,H,-5.9,0.7,-23.8,1.8,5.554,T,5.310,T,5.160,B,4.953,4.746,4.583,R
0410-0126505,YM,130.2721672,-48.9226803,H,-4.6,0.5,3.6,0.5,5.690,T,5.866,T,5.970,B,6.322,6.432,6.458,R
0419-0151969,.M,130.5674714,-48.0990906,H,-4.9,0.5,3.5,0.4,5.284,T,5.456,T,5.560,B,5.812,5.899,5.915,R
0426-0181880,YM,130.3047125,-47.3171247,H,-10.5,0.4,6.8,0.3,4.881,T,4.766,T,4.710,B,4.342,4.169,4.128,R
0434-0158227,.M,132.6394228,-46.5291869,H,-2.7,0.5,3.8,0.4,4.886,T,5.091,T,5.200,B,5.605,5.708,5.767,R
0438-0147141,.M,131.8285217,-46.1554153,H,-3.8,0.5,5.2,0.4,6.234,T,5.757,T,5.440,B,4.129,4.224,3.716,R
0439-0145337,YM,131.5068517,-46.0415275,H,-12.2,0.5,4.8,0.4,3.887,T,3.875,T,3.880,B,3.681,3.553,3.625,R
0440-0146785,.M,131.6272789,-45.9125047,H,-4.9,0.5,4.8,0.4,5.670,T,5.465,T,5.350,B,4.825,4.676,4.586,R
0427-0200449,YM,134.7181403,-47.2346881,H,-84.4,0.5,55.6,0.5,5.387,T,5.153,T,5.000,B,4.823,4.705,4.567,R
0429-0203024,.M,136.0386683,-47.0977372,H,-46.8,0.4,-9.5,0.4,4.943,T,3.739,T,3.010,B,1.852,1.405,1.237,R
0451-0165000,.M,137.7683289,-44.8679019,H,-4.4,0.5,4.3,0.4,5.173,T,5.018,T,4.930,B,4.599,4.371,4.307,R
0446-0151034,.M,132.4484917,-45.3078747,H,-12.3,0.5,14.4,0.4,4.974,T,4.935,T,4.930,B,4.873,4.660,4.615,R
