HR,Name,HD,ADS,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType,NoteFlag
566,Chi Eri,11937,,671,01 55 57.5,-51 36 32,3.70,0.85,G8IIIbCNIV,*
567,,11946,1571,,01 59 38.0,+64 37 17,5.26,0.01,A0Vn,*
568,3    Per,11949,,,01 58 33.6,+49 12 15,5.69,1.01,K0IV,
569,9Lam Ari,11973,1563,680,01 57 55.7,+23 35 46,4.79,0.28,F0V,*
570,Eta2Hyi,11977,,,01 54 56.1,-67 38 50,4.69,0.95,G8.5III,*
571,,11995,,,01 55 46.4,-60 51 41,6.06,0.37,F0IV-V,
572,,12005,,,02 02 57.2,+77 54 59,6.04,1.14,K0,
573,,12042,,,01 57 00.1,-51 45 58,6.10,0.48,F6-7V,
574,,12055,,,01 57 10.0,-47 23 06,4.83,0.88,G8III,
575,48    Cas,12111,1598,694,02 01 57.4,+70 54 25,4.54,0.16,A3IV,*
576,,12135,,,01 58 26.7,-33 04 00,6.35,1.02,K0III,
577,,12139,1582,,01 59 35.7,+21 03 30,5.87,1.03,K0III-IV,*
578,,12140,,,01 59 25.9,+12 17 41,6.09,0.19,A6V,
579,,12173,1606,,02 03 10.5,+73 51 02,6.23,,A5III,
580,50    Cas,12216,,,02 03 26.1,+72 25 17,3.98,-0.01,A2V,
581,47    Cas,12230,,,02 05 07.4,+77 16 53,5.38,0.31,F0Vn,
582,112    Psc,12235,,691,02 00 09.2,+03 05 50,5.88,0.62,G2IV,
583,57    Cet,12255,,,01 59 46.1,-20 49 28,5.41,1.65,M1III,
584,,12270,,,01 57 53.6,-65 25 29,6.37,0.90,G8II-III,
585,59Ups Cet,12274,,,02 00 00.3,-21 04 40,4.00,1.57,M0III,*
586,52    Cas,12279,,,02 02 52.7,+64 54 05,6.00,0.03,A1Vn,
587,,12292,,AR Cet,02 00 26.9,-08 31 25,5.51,1.52,M3III,*
588,,12296,,,01 59 38.8,-42 01 50,5.57,1.06,K1III,
589,53    Cas,12301,,,02 03 00.3,+64 23 24,5.58,0.38,B8Ib,
590,4    Per,12303,,,02 02 18.1,+54 29 15,5.04,-0.08,B8III,
591,Alp Hyi,12311,,,01 58 46.2,-61 34 11,2.86,0.28,F0V,*
592,49    Cas,12339,1625,,02 05 31.2,+76 06 54,5.22,0.95,G8III,*
593,Sig Hyi,12363,,,01 55 50.5,-78 20 54,6.16,0.44,F5-6IV-V,
594,Pi  For,12438,,,02 01 14.7,-30 00 06,5.35,0.88,G5III,
595,113Alp Psc,12446,1615,,02 02 02.8,+02 45 49,5.23,,A3m,*
596,113Alp Psc,12447,1615,705,02 02 02.8,+02 45 49,4.33,0.03,A0pSiSr,*
597,,12467,,,02 09 25.3,+81 17 45,6.05,0.11,A1V,
598,,12468,,,02 04 40.1,+65 06 12,6.52,0.00,A0V,
599,3Eps Tri,12471,1621,707,02 02 58.0,+33 17 02,5.50,0.03,A2V,*
600,,12477,,,01 59 41.1,-66 03 59,6.10,1.17,K1III,
601,,12479,,,02 02 35.2,+13 28 36,5.94,1.59,M2III,*
602,Chi Phe,12524,,,02 01 42.4,-44 42 49,5.14,1.49,K5III,
603,57Gam1And,12533,1630,,02 03 54.0,+42 19 47,2.26,1.37,K3-IIb,*
654,,13854,,Var?,02 16 51.7,+57 03 19,6.48,0.28,B1Iab,*
604,57Gam2And,12534,1630,,02 03 54.7,+42 19 51,4.84,0.03,B8V+A0V,*
605,10    Ari,12558,1631,,02 03 39.3,+25 56 08,5.63,0.54,F8IV,*
606,,12563,,,02 02 28.1,-29 39 54,6.42,0.14,A3III,
607,60    Cet,12573,,,02 03 11.7,+00 07 42,5.43,0.15,A5III,
608,,12583,,,02 02 58.6,-15 18 21,5.86,0.98,G3IV,
609,,12594,,,02 03 42.6,+18 15 12,6.21,1.42,gK4,*
610,61    Cet,12641,1634,711,02 03 48.2,-00 20 25,5.93,0.88,G5II-III+G5V,*
611,,12642,,,02 03 40.5,-04 06 13,5.62,1.59,K5I:,
612,Nu  For,12767,,Nu  For,02 04 29.4,-29 17 49,4.69,-0.17,B9.5pSi,*
613,12Kap Ari,12869,,,02 06 33.9,+22 38 54,5.03,0.11,A2m,*
614,,12872,,WZ Psc,02 06 12.3,+08 14 51,6.31,1.65,M2III:,*
615,11    Ari,12885,1658,,02 06 49.2,+25 42 17,6.15,-0.03,B9IV-Vn,
616,,12923,,,02 06 29.3,+00 02 06,6.28,0.90,K0,
617,13Alp Ari,12929,,725,02 07 10.4,+23 27 45,2.00,1.15,K2-IIICa-1,*
618,,12953,,V472 Per,02 08 40.5,+58 25 25,5.67,0.61,A1Ia,*
619,,13013,,,02 08 33.6,+44 27 34,6.42,,G8III-IV,
620,58    And,13041,,,02 08 29.3,+37 51 33,4.82,0.12,A5IV-V,
621,,13137,,,02 10 07.8,+53 50 35,6.31,0.95,G8III,
622,4Bet Tri,13161,,,02 09 32.6,+34 59 14,3.00,0.14,A5III,*
623,14    Ari,13174,,,02 09 25.3,+25 56 23,4.98,0.33,F2III,
624,,13201,,,02 09 23.1,+17 13 28,6.43,,F5V,
625,,13215,,732,02 08 45.7,-17 46 46,6.10,1.61,M2III,*
626,,13222,,,02 13 21.2,+74 01 40,6.29,0.91,G8III,
627,5    Per,13267,1685,Var?,02 11 29.0,+57 38 45,6.36,0.33,B5Ia,*
628,59    And,13294,1683,,02 10 52.8,+39 02 22,5.63,-0.02,B9V,*
629,59    And,13295,1683,,02 10 53.7,+39 02 35,6.10,-0.07,A1Vn,*
630,,13305,,,02 09 34.8,-24 20 45,6.48,0.29,F4III,
631,15    Ari,13325,,738,02 10 37.6,+19 30 01,5.70,1.65,M3IIIab,
632,,13336,,,02 09 09.3,-43 31 00,5.85,1.19,K1III,
633,16    Ari,13363,,,02 11 12.0,+25 56 13,6.02,1.36,gK4,
634,5    Tri,13372,,740,02 11 25.0,+31 31 35,6.23,0.11,A1m,*
635,64    Cet,13421,,,02 11 21.1,+08 34 11,5.63,0.56,G0IV,
636,,13423,,,02 10 04.9,-43 48 56,6.32,0.90,G8III,
637,,13445,,,02 10 25.6,-50 49 28,6.12,0.82,K1V,
638,,13456,,,02 11 22.2,-10 03 08,6.01,0.39,F5V,
639,63    Cet,13468,,,02 11 35.8,-01 49 31,5.93,0.97,gG9,
640,55    Cas,13474,,753,02 14 29.1,+66 31 28,6.07,0.63,G0II-III+B9V,*
641,,13476,,,02 13 41.5,+58 33 40,6.44,0.60,A3Iab,*
642,6    Tri,13480,1697,TZ Tri,02 12 22.3,+30 18 11,4.94,0.78,G5III+F5V,*
643,60    And,13520,,746,02 13 13.3,+44 13 54,4.83,1.48,K3.5IIIBa0.5:,*
644,,13522,,,02 12 37.5,+24 10 04,5.96,1.37,K0,
645,,13530,,747,02 13 36.3,+51 03 57,5.31,0.93,G8III:,*
646,17Eta Ari,13555,,,02 12 48.1,+21 12 39,5.27,0.43,F5V,*
647,,13594,1709,,02 14 02.6,+47 29 03,6.06,0.40,F4V,*
648,19    Ari,13596,,748,02 13 03.3,+15 16 47,5.71,1.55,M0III,*
649,65Xi 1Cet,13611,,749,02 13 00.0,+08 50 48,4.37,0.89,G6II-IIICN-2,*
650,66    Cet,13612,1703,,02 12 47.5,-02 23 37,5.54,0.57,F8V,*
651,,13692,,,02 13 00.9,-21 00 01,5.86,1.01,G9III,
652,Mu  For,13709,,,02 12 54.5,-30 43 26,5.28,-0.02,B9V,
653,,13818,,,02 15 57.9,+47 48 41,6.33,,G9III-IV,*
655,7    Tri,13869,,,02 15 56.2,+33 21 32,5.28,-0.01,A0V,
656,20    Ari,13871,,,02 15 46.0,+25 46 59,5.79,0.44,F6IV-V,*
657,21    Ari,13872,,,02 15 42.8,+25 02 35,5.58,0.49,F6V,*
658,,13936,,,02 15 28.3,-09 27 56,6.55,-0.02,A0V,
659,,13940,,,02 14 32.0,-41 10 00,5.91,0.97,G8III,
660,8Del Tri,13974,1739,,02 17 03.2,+34 13 27,4.87,0.61,G0.5V,*
661,8    Per,13982,,,02 17 59.9,+57 53 59,5.75,1.17,K3III,
662,7    Per,13994,1753,,02 18 04.5,+57 31 00,5.98,1.05,G7III,*
663,,14028,,W And,02 17 33.4,+44 18 25,6.70,,M7-8Se,*
664,9Gam Tri,14055,,,02 17 18.9,+33 50 50,4.01,0.02,A1Vnn,
665,,14067,,,02 17 10.4,+23 46 04,6.55,1.02,G9III,
666,67    Cet,14129,,,02 16 59.0,-06 25 20,5.51,0.96,G8.5III,
667,Pi 1Hyi,14141,,767,02 14 14.7,-67 50 30,5.55,1.55,M1III,*
668,,14171,,,02 20 12.9,+64 20 14,6.60,-0.03,B9.5V,
669,22The Ari,14191,,,02 18 07.5,+19 54 04,5.62,0.01,A1Vn,
670,62    And,14212,,,02 19 16.8,+47 22 48,5.30,-0.01,A1V,
671,,14213,,,02 19 10.9,+46 28 21,6.21,,A4V,
672,,14214,,,02 18 01.4,+01 45 28,5.58,0.60,G0.5IVb,*
673,,14221,,,02 19 22.7,+48 57 19,6.37,,F4V,
674,Phi Eri,14228,,,02 16 30.6,-51 30 44,3.56,-0.12,B8V-IV,*
675,10    Tri,14252,1770,,02 18 57.0,+28 38 33,5.03,0.04,A2V,
676,,14262,,,02 18 58.0,+23 10 04,6.46,0.34,A1V+F3III,*
677,,14272,,,02 19 37.3,+39 50 06,6.63,-0.09,B8V,
678,Pi 2Hyi,14287,,,02 15 28.5,-67 44 47,5.69,1.30,K2III,
679,,14372,,,02 20 41.4,+47 18 39,6.11,-0.08,B5V,
680,,14373,,,02 20 04.4,+30 11 18,6.47,,K0,
681,68Omi Cet,14386,1778,Omi Cet,02 19 20.7,-02 58 39,3.04,1.42,M7IIIe+Bep,*
682,63    And,14392,,790,02 20 58.2,+50 09 05,5.59,-0.13,B9pSi,*
683,,14412,,,02 18 58.5,-25 56 44,6.34,0.73,G5V,
684,,14417,,,02 19 40.8,-04 20 44,6.50,0.08,A3V,
685,9    Per,14489,1802,V474 Per,02 22 21.4,+55 50 44,5.17,0.37,A2Ia,*
686,,14509,,,02 19 24.7,-41 50 54,6.37,1.16,K2III,
687,,14622,,,02 22 50.3,+41 23 47,5.82,0.27,F0III-IV,
688,,14641,,,02 19 54.3,-55 56 41,5.81,1.55,K5III,
689,69    Cet,14652,,805,02 21 56.6,+00 23 45,5.28,1.65,M2III,
690,,14662,1820,V440 Per,02 23 51.8,+55 21 52,6.28,0.86,F7Ib,*
691,70    Cet,14690,,,02 22 12.4,-00 53 06,5.42,0.31,F0Vn,
692,,14691,,,02 22 01.4,-10 46 40,5.46,0.35,F0V,
693,,14728,,,02 22 05.0,-17 39 44,5.87,1.23,K0III,*
694,64    And,14770,,,02 24 24.9,+50 00 24,5.19,0.98,G8III,
695,Kap For,14802,,,02 22 32.6,-23 48 59,5.20,0.60,G0Va,
696,10    Per,14818,,Var,02 25 16.0,+56 36 36,6.25,0.31,B2Ia,*
697,,14830,,,02 22 57.8,-18 21 16,6.22,0.94,G5,
698,,14832,,,02 22 11.8,-43 12 00,6.31,1.00,K0III,
699,65    And,14872,,,02 25 37.4,+50 16 43,4.71,1.53,K4+III,
700,,14890,,,02 23 06.5,-37 34 35,6.53,1.61,K2III,
701,,14943,,,02 22 54.6,-51 05 32,5.92,0.22,A5V,
702,24Xi  Ari,14951,,,02 24 49.0,+10 36 38,5.47,-0.10,B7IV,
703,,14988,,,02 24 20.1,-25 50 51,6.44,1.32,K3III,
704,71    Cet,15004,,,02 24 58.4,-02 46 48,6.33,0.00,A0III,*
705,Del Hyi,15008,,,02 21 44.9,-68 39 34,4.09,0.03,A3V,
706,,15064,,,02 24 33.8,-40 50 26,6.18,0.66,G2V,*
707,Iot Cas,15089,1860,Iot Cas,02 29 04.0,+67 24 09,4.52,0.12,A5pSr,*
708,72Rho Cet,15130,,,02 25 57.0,-12 17 26,4.89,-0.03,B9.5Vn,
709,66    And,15138,,,02 27 51.8,+50 34 11,6.12,0.41,F4V,*
710,,15144,1849,AB Cet,02 26 00.3,-15 20 28,5.83,0.15,A6VpSrCr,*
711,,15152,,,02 27 07.0,+27 00 48,6.18,1.43,K5III,
712,11    Tri,15176,,,02 27 27.7,+31 48 05,5.54,1.12,gK1,
713,,15220,,,02 26 35.2,-20 02 34,5.88,1.26,K2III,
714,Lam Hor,15233,,,02 24 53.9,-60 18 43,5.35,0.39,F2III,
715,Kap Hyi,15248,,,02 22 52.3,-73 38 45,5.01,1.09,K1III,
716,,15253,1878,,02 29 25.0,+55 32 11,6.51,0.09,A2pShell,*
717,12    Tri,15257,,,02 28 10.0,+29 40 10,5.29,,F0III,
718,73Xi 2Cet,15318,,,02 28 09.5,+08 27 36,4.28,-0.06,B9III,
719,,15328,,,02 28 00.0,+01 57 39,6.45,0.97,K0III,
720,13    Tri,15335,,,02 28 48.5,+29 55 55,5.89,0.58,G0V,
721,Kap Eri,15371,,,02 26 59.1,-47 42 14,4.25,-0.14,B5IV,*
722,,15379,,TZ Hor,02 25 26.3,-66 29 41,6.41,1.54,M5III,*
723,,15385,,,02 29 13.6,+23 28 08,6.19,0.15,A5m,
724,Phi For,15427,,,02 28 01.7,-33 48 40,5.14,0.10,A2V,
725,,15453,1896,,02 29 35.3,+09 33 57,6.07,1.02,K2III,*
726,,15464,,,02 30 16.6,+33 50 02,6.25,1.07,K1III,
727,,15471,,,02 28 35.4,-31 06 09,6.11,1.11,K2IIICNII,
728,,15524,1904,,02 30 32.4,+25 14 06,5.92,0.41,F6IV,*
729,26    Ari,15550,,UU Ari,02 30 38.4,+19 51 19,6.15,0.25,A9V,*
730,,15588,1906,,02 29 55.4,-22 40 58,6.77,0.19,A9V,
731,27    Ari,15596,,,02 30 54.4,+17 42 14,6.23,0.90,G5III-IV,
732,,15633,,846,02 30 45.2,+00 15 19,6.00,0.17,A7III-IV s,*
733,,15634,,TY For,02 30 13.8,-25 11 11,6.51,0.29,dA9n,*
734,,15646,,,02 28 04.4,-64 17 59,6.37,-0.04,A0V,
735,,15652,,,02 30 32.8,-22 32 44,6.10,1.61,M1III,*
736,14    Tri,15656,,,02 32 06.2,+36 08 50,5.15,1.47,K5III,*
737,,15694,,,02 31 30.1,+02 16 02,5.25,1.27,K3III,
738,,15755,,,02 32 52.5,+34 32 33,5.83,1.07,K0III,
739,75    Cet,15779,,,02 32 09.4,-01 02 06,5.35,1.02,gG3,
740,76Sig Cet,15798,,,02 32 05.2,-15 14 41,4.75,0.45,F4IV,
741,29    Ari,15814,,,02 32 54.1,+15 02 05,6.04,0.54,F8V,
742,,15889,,,02 32 14.8,-36 25 39,6.30,1.02,G8III,*
743,,15920,,,02 38 02.0,+72 49 06,5.16,0.88,G8III,
744,Lam1For,15975,,,02 33 07.0,-34 39 00,5.90,1.06,K0III,
745,,15996,,,02 33 40.2,-20 00 07,6.21,1.10,K0,
746,,16004,1961,,02 35 27.9,+39 39 52,6.36,-0.10,B9pHgMn,*
747,,16024,,,02 37 36.1,+65 44 44,5.78,1.56,K5III,
748,,16028,1964,,02 35 38.8,+37 18 44,5.71,1.39,K3III,
749,Ome For,16046,1954,,02 33 50.7,-28 13 57,4.90,-0.05,B9.5V,*
750,15    Tri,16058,,866,02 35 46.8,+34 41 15,5.35,1.66,M3IIIa,*
751,,16060,,,02 35 04.1,+07 28 17,6.18,1.06,gG6,*
752,77    Cet,16074,,,02 34 42.7,-07 51 34,5.75,1.40,gK4,*
753,,16160,,,02 36 04.9,+06 53 13,5.82,0.98,K3V,*
754,78Nu  Cet,16161,1971,,02 35 52.5,+05 35 36,4.86,0.87,G8III,*
755,,16170,,,02 33 54.6,-51 05 37,6.24,0.52,F6V,
756,,16176,,,02 36 57.2,+38 43 58,5.90,0.48,F5V,
757,,16187,,,02 36 42.9,+31 36 27,6.10,1.05,K0,
758,,16210,,R Tri,02 37 02.5,+34 15 50,5.30,1.55,M4IIIe,*
759,80    Cet,16212,,,02 36 00.0,-07 49 54,5.53,1.59,M0III,
760,,16219,,,02 37 20.8,+39 53 45,6.54,-0.12,B5V,*
761,,16220,,,02 37 06.4,+32 53 31,6.25,0.48,F8V,
762,,16226,,,02 33 33.6,-62 35 13,6.77,-0.06,B9V,
763,31    Ari,16234,,,02 36 37.9,+12 26 51,5.68,0.49,F7V,*
764,30    Ari,16232,1982,,02 36 57.7,+24 38 54,7.09,0.50,F4V,*
765,30    Ari,16246,1982,,02 37 00.5,+24 38 51,6.50,0.41,F6III,*
766,,16247,,872,02 36 35.1,+07 43 47,5.81,1.04,gK0,
767,Iot1For,16307,,,02 36 09.3,-30 02 41,5.75,1.02,G8-K0III,
768,,16327,1996,,02 38 17.8,+37 43 36,6.18,0.47,F6III,*
769,,16350,,,02 38 27.8,+38 05 22,6.30,-0.03,B9.5V,*
770,,16399,,,02 38 00.8,+07 41 43,6.39,0.44,F6IV,
771,81    Cet,16400,,,02 37 41.8,-03 23 46,5.65,1.02,gG5,
772,Lam2For,16417,,,02 36 58.6,-34 34 42,5.79,0.66,G5IV,
773,32Nu  Ari,16432,,,02 38 49.0,+21 57 41,5.43,0.16,A7V,
774,,16458,,,02 47 47.6,+81 26 54,5.78,1.30,G8pBa3,*
775,,16467,,,02 38 36.9,+03 26 35,6.21,1.00,G9III,
776,Mu  Hyi,16522,,,02 31 40.5,-79 06 34,5.28,0.98,G8III,
777,Iot2For,16538,,,02 38 18.7,-30 11 39,5.83,0.48,F4V,
778,Eta Hor,16555,,,02 37 24.4,-52 32 35,5.31,0.27,A6V,
779,82Del Cet,16582,,Del Cet,02 39 29.0,+00 19 43,4.07,-0.22,B2IV,*
780,,16589,,,02 38 24.8,-37 59 26,6.49,0.52,G0IV,*
781,83Eps Cet,16620,,,02 39 33.8,-11 52 20,4.84,0.45,F5V+F6V,*
782,33    Ari,16628,2033,,02 40 41.1,+27 03 39,5.30,0.09,A3V,*
783,,16647,,,02 40 15.7,+06 06 43,6.25,0.40,F3V:,
784,,16673,,,02 40 12.3,-09 27 11,5.78,0.52,F6V,
785,11    Per,16727,,,02 43 02.8,+55 06 21,5.77,-0.13,B7IIIpHg,*
786,,16733,,,02 40 02.5,-30 38 02,6.52,1.04,K0III,
787,,16735,2059,,02 42 59.7,+53 31 34,5.84,1.12,K0II-III,*
788,12    Per,16739,,896,02 42 14.9,+40 11 38,4.91,0.59,F9V,*
789,,16754,,,02 39 48.0,-42 53 30,4.75,0.06,A2V,
790,84    Cet,16765,2046,893,02 41 13.9,-00 41 45,5.71,0.52,F7IV,*
791,,16769,,,02 44 49.7,+67 49 29,5.95,0.10,A5III,*
792,,16780,2064,,02 43 01.9,+48 15 56,6.48,,G5II,*
793,34Mu  Ari,16811,2062,,02 42 22.0,+20 00 42,5.69,-0.02,A0Vnp:,*
794,Iot Eri,16815,,,02 40 40.0,-39 51 20,4.11,1.02,K0III,
795,,16824,,,02 41 48.3,-03 12 48,6.05,1.17,gG9,
796,,16825,,,02 41 34.0,-14 32 58,5.98,0.43,F5III:,
797,,16861,,899,02 42 28.9,+10 44 30,6.30,0.06,A2V,*
798,,16891,,,02 39 31.7,-64 16 55,6.55,-0.08,B8V,*
799,13The Per,16895,2081,902,02 44 12.0,+49 13 42,4.12,0.49,F8V,*
800,14    Per,16901,,,02 44 05.2,+44 17 49,5.43,0.90,G0Ib-IICa1CH-1,
801,35    Ari,16908,,,02 43 27.1,+27 42 26,4.66,-0.13,B3V,*
802,Zet Hor,16920,,,02 40 39.6,-54 33 00,5.21,0.40,F4IV,*
803,,16955,2082,,02 43 51.2,+25 38 17,6.35,0.08,A2Vp:,*
804,86Gam Cet,16970,2080,,02 43 18.0,+03 14 09,3.47,0.09,A3V,*
